id,rsc29,inversa,inversa a informarnte,captacion
918,"[{""section_id"": ""918"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""994"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",994,971
919,"[{""section_id"": ""919"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""995"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",995,
920,"[{""section_id"": ""920"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""996"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",996,975
921,"[{""section_id"": ""921"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""997"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",997,
922,"[{""section_id"": ""922"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""998"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",998,
923,"[{""section_id"": ""923"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""999"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",999,
924,"[{""section_id"": ""924"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1000"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1000,
925,"[{""section_id"": ""925"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1001"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1001,
926,"[{""section_id"": ""926"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1002"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1002,
927,"[{""section_id"": ""927"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1003"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1003,976
928,"[{""section_id"": ""928"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1004"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1004,984
929,"[{""section_id"": ""929"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1005"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1005,985
930,"[{""section_id"": ""930"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1006"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1006,986
931,"[{""section_id"": ""931"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1007"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1007,987
932,"[{""section_id"": ""932"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1008"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1008,988
933,"[{""section_id"": ""933"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1009"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1009,989
934,"[{""section_id"": ""934"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1010"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1010,990
935,"[{""section_id"": ""935"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1011"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1011,991
936,"[{""section_id"": ""936"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1012"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1012,992
937,"[{""section_id"": ""937"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1013"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1013,993
938,"[{""section_id"": ""938"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1014"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1014,994
939,"[{""section_id"": ""939"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1015"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1015,995
940,"[{""section_id"": ""940"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1016"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1016,996
941,"[{""section_id"": ""941"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1017"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1017,997
942,"[{""section_id"": ""942"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1018"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1018,998
943,"[{""section_id"": ""943"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1019"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1019,999
944,"[{""section_id"": ""944"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1020"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1020,1000
945,"[{""section_id"": ""945"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1021"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1021,1001
946,"[{""section_id"": ""946"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1022"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1022,1002
947,"[{""section_id"": ""947"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1023"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1023,1003
948,"[{""section_id"": ""948"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1024"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1024,1004
949,"[{""section_id"": ""949"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1025"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1025,1005
950,"[{""section_id"": ""950"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1026"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1026,1006
951,"[{""section_id"": ""951"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1027"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1027,1007
952,"[{""section_id"": ""952"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1028"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1028,1008
953,"[{""section_id"": ""953"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1029"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1029,1009
954,"[{""section_id"": ""954"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1030"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1030,
955,"[{""section_id"": ""955"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1031"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1031,1023
956,"[{""section_id"": ""956"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1032"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1032,1024
957,"[{""section_id"": ""957"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1033"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1033,1025
958,"[{""section_id"": ""958"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1034"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1034,1027
959,"[{""section_id"": ""959"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1035"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1035,
960,"[{""section_id"": ""960"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1036"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1036,1030
961,"[{""section_id"": ""961"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1037"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1037,1031
962,"[{""section_id"": ""962"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1038"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1038,1032
963,"[{""section_id"": ""963"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1039"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1039,1033
964,"[{""section_id"": ""964"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1040"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1040,1034
965,"[{""section_id"": ""965"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1041"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1041,1035
966,"[{""section_id"": ""966"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1042"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1042,1036
967,"[{""section_id"": ""967"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1043"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1043,1037
968,"[{""section_id"": ""968"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1044"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1044,1038
969,"[{""section_id"": ""969"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1045"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1045,1039
970,"[{""section_id"": ""970"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1046"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1046,1041
971,"[{""section_id"": ""971"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1047"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1047,1042
972,"[{""section_id"": ""972"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1048"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1048,1043
973,"[{""section_id"": ""973"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1049"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1049,1044
974,"[{""section_id"": ""974"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1050"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1050,1046
975,"[{""section_id"": ""975"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1051"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1051,1047
976,"[{""section_id"": ""976"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1052"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1052,1048
977,"[{""section_id"": ""977"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1053"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1053,1049
978,"[{""section_id"": ""978"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1054"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1054,1050
979,"[{""section_id"": ""979"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1055"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1055,1053
980,"[{""section_id"": ""980"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1056"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1056,1054
981,"[{""section_id"": ""981"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1057"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1057,1055
982,"[{""section_id"": ""982"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1058"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1058,1056
983,"[{""section_id"": ""983"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1059"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1059,1057
984,"[{""section_id"": ""984"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1060"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1060,1058
985,"[{""section_id"": ""985"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1061"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1061,1059
986,"[{""section_id"": ""986"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1062"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1062,1060
987,"[{""section_id"": ""987"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1063"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1063,1061
988,"[{""section_id"": ""988"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1064"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1064,1062
989,"[{""section_id"": ""989"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1065"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1065,1063
990,"[{""section_id"": ""990"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1066"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1066,1064
991,"[{""section_id"": ""991"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1067"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1067,1065
992,"[{""section_id"": ""992"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1068"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1068,1066
993,"[{""section_id"": ""993"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1069"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1069,1067
994,"[{""section_id"": ""994"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1070"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1070,1068
995,"[{""section_id"": ""995"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1071"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1071,1069
996,"[{""section_id"": ""996"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1072"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1072,1070
997,"[{""section_id"": ""997"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1073"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1073,1071
998,"[{""section_id"": ""998"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1074"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1074,1072
999,"[{""section_id"": ""999"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1075"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1075,1073
1000,"[{""section_id"": ""1000"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1076"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1076,1074
1001,"[{""section_id"": ""1001"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1077"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1077,1075
1002,"[{""section_id"": ""1002"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1078"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1078,1076
1003,"[{""section_id"": ""1003"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1079"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1079,1077
1004,"[{""section_id"": ""1004"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1080"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1080,1078
1005,"[{""section_id"": ""1005"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1081"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1081,1079
1006,"[{""section_id"": ""1006"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1082"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1082,1080
1007,"[{""section_id"": ""1007"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1083"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1083,1081
1008,"[{""section_id"": ""1008"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1084"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1084,1082
1009,"[{""section_id"": ""1009"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1085"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1085,1083
1010,"[{""section_id"": ""1010"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1086"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1086,1084
1011,"[{""section_id"": ""1011"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1087"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1087,1085
1012,"[{""section_id"": ""1012"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1088"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1088,1086
1013,"[{""section_id"": ""1013"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1089"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1089,1087
1014,"[{""section_id"": ""1014"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1090"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1090,1088
1015,"[{""section_id"": ""1015"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""1091"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",1091,1089
